id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
271733,Rental unit in Wenshan District · ★4.97 · 2 bedrooms · 2 beds · 1 bath,242033,Robyn And David,,文山區,25.00581,121.55518,Entire home/apt,1200,14,66,2023-06-14,0.47,1,115,2,
289296,Rental unit in Daan District · ★4.57 · 2 bedrooms · 2 beds · 1 bath,1338052,Herman,,大安區,25.04287,121.55112,Entire home/apt,2585,28,28,2023-05-20,0.27,2,344,3,
289298,Rental unit in Zhongshan District · ★4.84 · 1 bedroom · 1 bed · 1 bath,1338052,Herman,,中山區,25.08091,121.55902,Entire home/apt,2145,30,187,2022-01-12,1.51,2,319,0,
333362,Rental unit in Jhongshan District · ★4.77 · 1 bedroom · 2 beds · 1 bath,1698423,Jojo,,中山區,25.07893,121.55061,Entire home/apt,1536,4,80,2023-06-11,0.58,1,284,1,
375718,Condo in Daan District · ★4.60 · 1 bedroom · 1 bed · 1 bath,1398361,Second,,大安區,25.04178,121.551,Entire home/apt,2741,9,6,2014-03-10,0.05,9,38,0,
419399,Loft in Songshan District · ★4.82 · 1 bedroom · 1 bed · 1 bath,6629707,Charlie,,松山區,25.04721,121.54421,Entire home/apt,1647,30,139,2020-12-11,1.02,1,0,0,
646629,Rental unit in Daan District · ★4.61 · 1 bedroom · 2 beds · 1 bath,3204303,Kate,,大安區,25.01708,121.53233,Entire home/apt,2648,3,244,2020-03-09,1.89,1,179,0,
697749,Rental unit in Daan District · ★4.33 · 1 bedroom · 1 bed · 1 bath,339014,Lisa,,大安區,25.02941,121.55512,Entire home/apt,997,30,3,2021-01-17,0.03,6,314,0,
697805,Rental unit in Daan District · ★5.0 · 1 bedroom · 1 bath,339014,Lisa,,大安區,25.028716875193723,121.55477955817301,Entire home/apt,997,30,10,2023-06-16,0.09,6,279,2,
761561,Rental unit in Taipei · ★4.74 · Studio · 1 bed · 1 bath,4014285,Pei,,中正區,25.02463,121.52318,Entire home/apt,2180,5,31,2023-05-18,0.24,1,171,3,
818650,Rental unit in Daan District · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,4299066,Romeo,,大安區,25.01747,121.55787,Private room,625,5,206,2020-01-20,1.61,5,33,0,
837546,Rental unit in Neihu District · ★5.0 · 1 bedroom · 2 beds · 1 bath,4377110,Alice,,內湖區,25.08353,121.56432,Private room,1918,8,3,2018-01-01,0.03,9,323,0,
837558,Rental unit in Neihu District · ★5.0 · 1 bedroom · 1 bed · 1 bath,4377110,Alice,,內湖區,25.08353,121.56499,Private room,1821,7,9,2022-08-24,0.12,9,365,2,
855470,Rental unit in Neihu District · 1 bedroom · 1 bed · 1 bath,4377110,Alice,,內湖區,25.08374,121.56374,Private room,1821,30,1,2019-04-14,0.02,9,292,0,
858235,Rental unit in Neihu District · ★4.42 · 1 bedroom · 1 bed · 1 bath,4377110,Alice,,內湖區,25.08347,121.56491,Private room,1652,9,13,2019-03-03,0.12,9,292,0,
869581,Condo in Shilin District · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,4581891,Sophia,,士林區,25.12665,121.53418,Entire home/apt,3115,364,35,2020-03-06,0.28,2,363,0,
962871,Rental unit in Daan District · 1 bedroom · 1 bed · 1 private bath,5216333,Monroe,,大安區,25.04213,121.55314,Private room,2500,2,1,2018-12-30,0.02,4,365,0,
963051,Home in Taipei · ★5.0 · 1 bedroom · 1 bed · 1 private bath,5247611,Fiona,,信義區,25.03648,121.5581,Private room,1800,3,3,2023-01-29,0.04,4,315,1,
969958,Rental unit in Daan District · ★3.50 · 1 bedroom · 1 bed · 1 bath,1641790,Lyric,,大安區,25.04244,121.53458,Private room,2487,2,5,2016-12-22,0.04,1,346,0,
983054,Rental unit in Nangang District · ★4.33 · 2 bedrooms · 3 beds · 1 shared bath,5386798,Jej,,南港區,25.03723,121.61464,Private room,420,31,51,2020-08-14,0.45,2,363,0,
995079,Rental unit in Neihu District · ★4.78 · 1 bedroom · 2 beds · 1 bath,4377110,Alice,,內湖區,25.082,121.5706,Entire home/apt,2167,7,9,2023-06-21,0.10,9,330,2,
995506,Rental unit in Zhongshan District · ★4.67 · 1 bedroom · 1 bed · 1 bath,5469183,Sansan And JD,,中山區,25.04806,121.52318,Private room,1257,2,141,2020-01-12,1.15,3,0,0,
995592,Rental unit in Zhongshan District · ★4.56 · 1 bedroom · 1 bed · 1 bath,5469183,Sansan And JD,,中山區,25.05025,121.52342,Private room,1100,2,113,2018-08-06,0.91,3,0,0,
996009,Rental unit in Shilin District · ★2.50 · 1 bedroom · 1 bed · 1 bath,5471813,Taipei Shelter,,士林區,25.08765,121.52118,Private room,1557,3,6,2013-12-18,0.05,1,0,0,
997153,Rental unit in Zhongshan District · ★4.52 · 1 bedroom · 1 bed · 1 bath,5469183,Sansan And JD,,中山區,25.05017,121.52281,Entire home/apt,1507,2,107,2017-09-07,0.94,3,0,0,
997692,Rental unit in Neihu District · 2 bedrooms · 1 bed,4377110,Alice,,內湖區,25.08332,121.57057,Entire home/apt,2434,7,1,2015-01-04,0.01,9,241,0,
1000580,Rental unit in Neihu District · ★4.86 · 1 bedroom · 2 beds · 1 bath,4377110,Alice,,內湖區,25.08386,121.56448,Entire home/apt,2167,7,7,2022-07-04,0.06,9,327,1,
1015037,Rental unit in Daan District · ★4.71 · 1 bedroom · 1 bed · 1 bath,339014,Lisa,,大安區,25.041585230317267,121.55229487572582,Entire home/apt,1305,30,7,2023-03-25,0.07,6,263,1,
1015088,Rental unit in Daan District · ★4.78 · 1 bedroom · 1 bed · 1 bath,339014,Lisa,,大安區,25.041598861512142,121.55405513531788,Entire home/apt,1305,30,9,2023-04-13,0.10,6,334,1,
1037747,Rental unit in Beitou District · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,4581891,Sophia,,北投區,25.13702,121.50899,Entire home/apt,1308,365,94,2020-03-10,0.76,2,363,0,
1072856,Hostel in Songshan District · ★4.70 · 2 bedrooms · 2 beds · 1 private bath,5785514,小公館人文旅舍,,松山區,25.05152,121.56966,Hotel room,2580,1,38,2022-12-30,0.31,7,132,1,
1072857,Hotel in Songshan District · ★4.70 · 2 bedrooms · 1 bed · 1 private bath,5785514,小公館人文旅舍,,松山區,25.05159,121.56966,Hotel room,3037,1,47,2023-06-14,0.40,7,149,11,
1094125,Rental unit in Daan District · ★4.81 · 2 bedrooms · 2 beds · 2 baths,51827,Jan,,大安區,25.04175,121.55308,Entire home/apt,6460,5,83,2023-06-13,0.70,13,74,2,
1097851,Condo in Xinyi District · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,6033578,Ck,,信義區,25.04173,121.56663,Entire home/apt,3426,2,267,2023-05-25,2.25,1,331,23,
1120179,Rental unit in Daan District · ★4.76 · 1 bedroom · 2 beds · 1 bath,51827,Jan,,大安區,25.04184,121.553,Entire home/apt,3600,4,91,2023-06-19,0.78,13,103,18,
1259320,Condo in Da’an District · ★4.78 · 2 bedrooms · 1 bed · 1 bath,398519,Shane,,大安區,25.03397,121.55313,Entire home/apt,4330,4,160,2023-06-12,1.32,1,158,7,
1297987,Rental unit in Zhongzheng District · ★4.86 · 1 bedroom · 2 beds · 1 bath,5992856,John。Annie,,中正區,25.04727,121.51671,Entire home/apt,2331,7,167,2023-06-20,1.40,1,188,17,
1599241,Rental unit in Shilin District · 1 bedroom · 1 bed · 1 bath,6378689,Wei Wei,,士林區,25.11179,121.52735,Private room,5000,1,1,2018-11-22,0.02,2,364,0,
1610619,Rental unit in Beitou District · ★4.90 · Studio · 1 bed · 1 bath,8577376,Sonnia,,北投區,25.13602,121.51075,Entire home/apt,2300,2,51,2023-06-10,0.47,1,183,3,
1620557,Loft in Shilin District · ★4.73 · 4 bedrooms · 4 beds · 2 baths,8616847,Samuel,,士林區,25.114246368408203,121.52991485595703,Entire home/apt,3404,14,49,2021-05-24,0.55,3,309,0,
1664910,Rental unit in Zhongzheng District · ★4.66 · 1 bedroom · 2 beds · 1 bath,8818893,Tzu Hao,,中正區,25.02692,121.51984,Entire home/apt,2000,1,110,2023-05-30,0.94,1,147,14,
1671130,Condo in Zhongzheng District · ★4.60 · 1 bedroom · 2 beds · 1 bath,8847227,Koma,,中正區,25.0454,121.51649,Entire home/apt,2114,10,342,2023-04-13,3.25,3,182,2,
1689077,Rental unit in Zhongshan District · ★4.53 · 2 bedrooms · 1 bed · 1 bath,8642499,Foreverinn,,中山區,25.05978,121.54351,Entire home/apt,2318,1,91,2023-05-04,0.77,7,287,4,
1701140,Rental unit in Zhongshan District · ★4.36 · 1 bedroom · 1 bed · 1 bath,906344,Lily,,中山區,25.05258,121.52132,Entire home/apt,1434,14,296,2023-05-22,2.55,15,64,2,
1718240,Condo in Daan District · ★4.74 · 1 bedroom · 3 beds · 1 bath,8868664,Anne,,大安區,25.0265,121.55221,Entire home/apt,2571,2,103,2023-05-06,1.02,2,251,6,
1761726,Rental unit in Xinyi District · 1 bedroom · 1 bed · 1 bath,9260050,Ezra,,信義區,25.03792,121.55886,Private room,2000,90,0,,,1,0,0,
1804621,Rental unit in Daan District · ★4.84 · 1 bedroom · 1 bed · 1 bath,4647921,Mark,,大安區,25.044078826904297,121.5509033203125,Entire home/apt,5811,3,75,2023-05-04,0.64,1,334,8,
1805413,Rental unit in Zhongshan District · ★4.46 · 2 bedrooms · 1 bed · 1 bath,8642499,Foreverinn,,中山區,25.05946,121.54363,Entire home/apt,2318,1,71,2022-09-28,0.60,7,287,2,
1805693,Condo in Xinyi District · 1 bedroom · 1 bed · 1.5 shared baths,9464016,Yen-Ning (Jessica),,信義區,25.046871185302734,121.57386016845703,Private room,500,7,2,2023-06-05,0.55,1,307,2,
1805783,Rental unit in Da’an District · ★4.75 · 3 bedrooms · 4 beds · 2 baths,51827,Jan,,大安區,25.04086,121.55334,Entire home/apt,5560,4,109,2023-06-01,0.93,13,85,23,
1808483,Home in Da’an District · ★4.32 · 1 bedroom · 1 bed · 1 bath,5247611,Fiona,,大安區,25.03641,121.55653,Entire home/apt,1300,3,91,2023-06-21,0.88,4,0,8,
1828179,Rental unit in Zhongshan District · ★4.57 · 2 bedrooms · 1 bed · 1 bath,8642499,Foreverinn,,中山區,25.06123,121.5432,Entire home/apt,2318,1,29,2021-11-28,0.25,7,287,0,
1828204,Rental unit in Zhongshan District · ★4.39 · 2 bedrooms · 1 bed · 1 bath,8642499,Foreverinn,,中山區,25.06033,121.54288,Entire home/apt,2318,1,80,2023-04-05,0.68,7,283,2,
1828230,Rental unit in Zhongshan District · ★4.71 · 2 bedrooms · 1 bed · 1 bath,8642499,Foreverinn,,中山區,25.05969,121.543,Entire home/apt,2318,1,17,2023-04-15,0.14,7,287,2,
1838528,Rental unit in Shilin District · ★4.31 · 1 bedroom · 1 bed · 1 bath,9610268,Simon,,士林區,25.08967,121.52408,Private room,1329,1,85,2023-06-09,0.74,2,177,1,
1849010,Rental unit in Daan District · ★4.75 · 1 bedroom · 2 beds · 2 shared baths,3958878,Banana Co-Living,,大安區,25.03389,121.52627,Private room,500,30,4,2015-04-24,0.04,7,337,0,
1849903,Rental unit in Daan District · ★4.86 · 1 bedroom · 2 beds · 1 bath,51827,Jan,,大安區,25.03044,121.53053,Entire home/apt,4660,3,97,2023-05-21,0.83,13,147,24,
1861880,Rental unit in Xinyi District · 1 bedroom · 2 beds · 2 baths,9712347,Clemence,,信義區,25.03264,121.57348,Entire home/apt,3095,180,0,,,1,0,0,
1884880,Rental unit in Zhongshan District · ★4.50 · 2 bedrooms · 1 bed · 1 bath,8642499,Foreverinn,,中山區,25.06024,121.54315,Entire home/apt,2234,1,33,2018-08-15,0.28,7,288,0,
1893206,Rental unit in Daan District · ★4.75 · 1 bedroom · 2 beds · 1 bath,9840069,La Petite Maison,,大安區,25.02601,121.52373,Entire home/apt,2760,35,107,2020-02-29,0.92,1,0,0,
1893215,Cave in TAIWAN · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,9840729,Winston&Antony,,信義區,25.04199,121.56832,Shared room,810,1,22,2020-01-12,0.19,3,0,0,
1911361,Rental unit in Xinyi District · ★4.47 · 3 bedrooms · 6 beds · 2.5 shared baths,6378689,Wei Wei,,信義區,25.03161,121.55981,Private room,700,30,442,2020-02-25,3.81,2,357,0,
1933639,Serviced apartment in Taipei · ★4.79 · 1 bedroom · 2 beds · 1 private bath,10007698,Kiki,,中山區,25.05867,121.53409,Hotel room,2314,2,344,2023-06-15,2.94,26,45,19,
1938837,Rental unit in Shilin District · ★4.89 · 1 bedroom · 3 beds · 1 bath,10006796,Johnson,,士林區,25.10667,121.52732,Entire home/apt,1600,7,105,2023-06-03,1.14,3,0,9,
1980573,Rental unit in Da’an District · ★4.72 · Studio · 1 bed · 1 bath,10221270,StayAtOurPlace,,大安區,25.03217,121.55339,Entire home/apt,3114,14,102,2023-05-27,0.88,5,192,8,
2015146,Rental unit in 信義區 · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,5302902,Momo,,信義區,25.04471,121.57145,Private room,970,30,40,2019-04-28,0.35,2,84,0,
2020464,Rental unit in Xinyi District · ★4.56 · 1 bedroom · 2 beds · 0 baths,5302902,Momo,,信義區,25.04479,121.56939,Private room,1150,30,28,2018-08-09,0.24,2,89,0,
2042832,Rental unit in Daan District · ★4.91 · 2 bedrooms · 2 beds · 1 bath,51827,Jan,,大安區,25.03083,121.5311,Entire home/apt,5517,4,79,2023-06-06,0.68,13,168,16,
2072811,Rental unit in Xinyi Dist. · ★5.0 · 1 bedroom · 1 bed · 1 bath,8478209,Eric,,信義區,25.04048,121.56504,Private room,10457,3,3,2017-04-23,0.03,16,90,0,
2075962,Rental unit in Daan District · ★5.0 · 1 bedroom · 1 bed · 1 bath,339014,Lisa,,大安區,25.028687418034085,121.5548040714214,Entire home/apt,997,30,9,2023-01-17,0.11,6,270,1,
2075966,Rental unit in Daan District · 1 bedroom · 1 bed · 1 bath,339014,Lisa,,大安區,25.042757844693476,121.55244016256854,Entire home/apt,1305,30,2,2019-05-05,0.03,6,293,0,
2084454,Condo in Daan District · 1 bedroom · 1 bed · 1 bath,3097566,Frist,,大安區,25.04477,121.54371,Private room,839,30,2,2015-10-20,0.02,3,363,0,
2114695,Rental unit in Xinyi District · 1 bedroom · 1 bed · 1 private bath,3097566,Frist,,信義區,25.03594,121.57846,Private room,839,28,2,2014-02-17,0.02,3,365,0,
2183521,Rental unit in Taibei City · ★4.77 · 4 bedrooms · 7 beds · 4.5 baths,10900462,Sarah,,中山區,25.05619,121.54344,Entire home/apt,7174,2,233,2023-05-15,2.04,5,253,5,
2211773,Serviced apartment in 中山區 · ★4.66 · 1 bedroom · 1 bed · 1 private bath,10007698,Kiki,,中山區,25.06147,121.5326,Hotel room,1664,2,259,2023-06-03,2.26,26,68,22,
2225550,Rental unit in Taipei City · ★4.90 · 2 bedrooms · 2 beds · 1 bath,51827,Jan,,大安區,25.0306,121.53176,Entire home/apt,5549,4,90,2023-06-17,0.79,13,136,10,
2257226,Rental unit in Wanhua District · ★4.54 · Studio · 1 bed · 3 shared baths,11528101,Meander,,萬華區,25.04328,121.50159,Shared room,350,1,126,2023-06-10,1.11,5,146,18,
2257263,Rental unit in Zhongshan District · ★4.67 · 4 bedrooms · 7 beds · 4.5 baths,10900462,Sarah,,中山區,25.05605,121.54333,Entire home/apt,7174,2,25,2019-07-14,0.22,5,257,0,
2257570,Rental unit in Zhongshan District · ★4.72 · 4 bedrooms · 7 beds · 4.5 baths,10900462,Sarah,,中山區,25.05625,121.54356,Entire home/apt,7174,2,25,2023-06-18,0.22,5,253,2,
2365294,Rental unit in Daan District · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,11892349,Yayoi,,大安區,25.02408,121.52896,Private room,809,4,30,2020-01-03,0.27,1,59,0,
2374562,Rental unit in Daan District · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,12075956,Bishop,,大安區,25.03042,121.55505,Private room,850,1,10,2023-06-15,2.50,1,363,10,
2429479,Home in Wenshan District · 1 bedroom · 1 bed · 1 bath,8478209,Eric,,文山區,25.00726,121.55892,Private room,11143,3,0,,,16,365,0,
2458318,Rental unit in Taipei City 106 · ★4.89 · 2 bedrooms · 2 beds · 1 bath,51827,Jan,,大安區,25.02988,121.53187,Entire home/apt,4880,4,93,2023-06-11,0.82,13,207,20,
2480755,Rental unit in Xinyi District · ★4.93 · 3 bedrooms · 3 beds · 2 baths,12689702,Lisa,,信義區,25.04047,121.5762,Entire home/apt,2980,3,40,2020-08-06,0.47,1,49,0,
2498333,Rental unit in 106台灣台北市大安區 · ★4.76 · 1 bedroom · 16 beds · 3 shared baths,3958878,Banana Co-Living,,大安區,25.03339,121.52626,Shared room,350,30,41,2017-04-25,0.36,7,310,0,
2498582,Rental unit in Daan District · ★4.62 · 1 bedroom · 2 beds · 2 shared baths,3958878,Banana Co-Living,,大安區,25.03297,121.5282,Private room,650,30,21,2016-12-30,0.19,7,310,0,
2498747,Rental unit in Daan District · ★4.80 · 1 bedroom · 2 beds · 2 shared baths,3958878,Banana Co-Living,,大安區,25.0339,121.5265,Private room,500,30,6,2015-10-04,0.05,7,303,0,
2498893,Rental unit in Daan District · ★4.80 · 1 bedroom · 4 beds · 2 shared baths,3958878,Banana Co-Living,,大安區,25.0344,121.52626,Shared room,300,30,15,2016-07-18,0.13,7,365,0,
2502220,Rental unit in Taipei City · ★4.90 · 2 bedrooms · 2 beds · 1 bath,51827,Jan,,大安區,25.03129,121.53216,Entire home/apt,5830,4,97,2023-06-17,0.86,13,151,23,
2512199,Rental unit in 台北 · ★4.52 · 1 bedroom · 1 bed · 1 bath,12812606,Emma,,大安區,25.04079,121.5509,Entire home/apt,1406,2,31,2023-06-25,0.49,17,184,25,
2540136,Rental unit in Taipei City · ★4.90 · 1 bedroom · 2 beds · 1 bath,51827,Jan,,大安區,25.03176,121.53057,Entire home/apt,4260,4,86,2023-06-17,0.76,13,144,16,
2553760,Rental unit in Shilin District · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,13075769,Rose,,士林區,25.09648,121.52403,Private room,1222,5,101,2019-12-31,0.90,4,163,0,
2637590,Rental unit in Zhongshan District · ★4.41 · 1 bedroom · 1 bed · 1 bath,906344,Lily,,中山區,25.05264,121.52123,Entire home/apt,1434,14,110,2023-06-10,0.98,15,77,1,
2688016,Bungalow in Beitou District · ★4.59 · 1 bedroom · 2 beds · 1.5 baths,5559414,Ej & Mt,,北投區,25.1243,121.46484,Entire home/apt,3088,30,22,2022-11-21,0.20,2,180,1,
2696770,Home in Wanhua District · ★4.0 · 1 bedroom · 2 beds · 1 bath,13733207,恭豪,,中正區,25.04079,121.50935,Private room,50000,1,6,2017-12-10,0.05,4,75,0,
2696784,Home in Wanhua District · ★4.33 · 1 bedroom · 1 bed · 1 bath,13733207,恭豪,,中正區,25.04296,121.50926,Private room,4500,1,9,2016-08-15,0.08,4,0,0,
2753686,Loft in Da’an District · ★4.75 · 2 bedrooms · 3 beds · 1 bath,9018856,Vivian,,大安區,25.0286,121.54749,Entire home/apt,4210,28,185,2023-03-03,1.69,2,140,4,
2808340,Rental unit in Daan District · ★4.82 · 1 bedroom · 2 beds · 1 bath,51827,Jan,,大安區,25.03143,121.52974,Entire home/apt,4360,3,62,2023-06-14,0.56,13,151,15,
2825826,Rental unit in Daan District · ★4.85 · 2 bedrooms · 2 beds · 2 baths,51827,Jan,,大安區,25.03174,121.53028,Entire home/apt,7200,4,83,2023-06-15,0.77,13,166,11,
2870824,Rental unit in Taipei City · ★4.93 · 1 bedroom · 2 beds · 1 bath,51827,Jan,,大安區,25.02982,121.53054,Entire home/apt,4360,4,73,2023-05-31,0.66,13,50,15,
2886183,Condo in Wenshan District · 2 bedrooms · 3 beds · 1 bath,512958,Lin,,文山區,24.996610491118215,121.56262346167185,Entire home/apt,2979,5,1,2023-01-27,0.19,1,322,1,
2890734,Condo in Taipei · ★4.47 · 1 bedroom · 1 bed · 1 bath,14774438,Dingchuan,,中山區,25.05615,121.52387,Entire home/apt,9999,4,19,2019-12-29,0.20,1,149,0,
2919652,Home in 大安區 · 1 bedroom · 1 bed · 1 bath,12437926,Nest House,,大安區,25.02861,121.55445,Entire home/apt,1300,3,2,2018-08-21,0.02,5,0,0,
2969214,Rental unit in Wenshan District · 2 bedrooms · 1 bed · 1 bath,8478209,Eric,,文山區,25.00622,121.55911,Entire home/apt,17143,3,1,2015-04-29,0.01,16,365,0,
3028074,Condo in Songshan District · ★4.82 · 1 bedroom · 1 bed · 1 bath,14475460,Rebecca,,松山區,25.04946,121.5765,Entire home/apt,1607,28,272,2023-06-01,2.50,2,149,5,
3062366,Rental unit in Songshan District · ★4.90 · 2 bedrooms · 2 beds · 2 baths,7767966,Kai Muo,,松山區,25.05974,121.54491,Entire home/apt,8000,4,75,2023-05-26,0.69,1,107,5,
3070785,Townhouse in Wanhua District · ★5.0 · 1 bedroom · 1 bed · 1 private bath,5745433,茱莉Julie 姐,,萬華區,25.0440857,121.5028873,Private room,1374,7,4,2023-05-03,0.63,3,153,4,
3092116,Rental unit in 台北市 · ★4.62 · 2 bedrooms · 1 bed · 1 bath,15706026,Amanda,,大安區,25.04323,121.54484,Entire home/apt,2147,2,357,2023-06-23,3.22,23,165,10,
3106555,Home in 大安區 · ★4.83 · 1 bedroom · 1 bed · 1 bath,12341333,Wonda,,大安區,25.02654,121.53376,Entire home/apt,1980,6,173,2023-06-11,1.57,2,156,10,
3176605,Rental unit in Wanhua District · ★4.47 · 1 bedroom · 1 bed · 1 private bath,14711115,樂,,萬華區,25.04284,121.50344,Private room,1171,2,271,2023-05-17,2.50,6,168,9,
3184437,Rental unit in Shilin District · 1 bedroom · 1 bed · 1 bath,16144864,Rick,,士林區,25.08802,121.50889,Private room,1246,7,1,2015-05-03,0.01,2,0,0,
3186548,Condo in Da’an District · ★4.40 · 1 bedroom · 1 bed · 1 bath,5247611,Fiona,,大安區,25.03484,121.55672,Entire home/apt,1800,3,46,2023-06-15,0.43,4,316,8,
3214180,Condo in Daan District · ★4.81 · 4 bedrooms · 4 beds · 2 baths,1398361,Second,,大安區,25.0411,121.55374,Entire home/apt,4908,1,128,2023-06-10,1.17,9,297,18,
3276799,Serviced apartment in Zhongshan District · ★4.73 · 1 bedroom · 2 beds · 1 private bath,10007698,Kiki,,中山區,25.05944,121.53315,Hotel room,2532,2,230,2023-06-11,2.10,26,68,18,
3399891,Loft in Daan District · ★4.78 · Studio · 1 bed · 1 bath,17148416,Philips,,大安區,25.02643,121.5286,Entire home/apt,30000,30,9,2023-06-05,0.09,8,219,1,
3499060,Rental unit in 信義區 · ★5.0 · 1 bedroom · 1 bed · 1 bath,8478209,Eric,,信義區,25.04123,121.56736,Private room,10800,3,3,2019-01-01,0.04,16,91,0,
3818234,Rental unit in Xinyi District · ★5.0 · 1 bedroom · 2 beds · 1 bath,19216347,心誠,,信義區,25.04484,121.56667,Entire home/apt,1900,30,7,2023-05-20,0.13,42,244,1,
3840606,Rental unit in 松山區 · ★4.84 · 1 bedroom · 1 bed · 1 bath,10007698,Kiki,,中山區,25.05031,121.54305,Entire home/apt,2198,2,168,2023-04-25,1.58,26,49,14,
3879242,Home in Shilin District · ★4.93 · 1 bedroom · 2 beds · 1 private bath,14665606,Alan,,士林區,25.09349,121.52388,Private room,1536,2,94,2023-06-24,1.44,4,253,23,
3908056,Condo in 大安區 · ★4.51 · 2 bedrooms · 1 bed · 1 bath,5247611,Fiona,,大安區,25.02763,121.53874,Entire home/apt,1500,3,82,2020-09-30,0.83,4,264,0,
3919250,Rental unit in Datong District · ★5.0 · 2 bedrooms · 2 beds · 2 baths,20302753,Sammy,,大同區,25.05371,121.51119,Entire home/apt,2600,30,4,2017-12-31,0.05,2,255,0,
3921467,Rental unit in Datong District · 3 bedrooms · 1 bed · 1.5 baths,20302753,Sammy,,大同區,25.05213,121.51309,Entire home/apt,2950,60,0,,,2,208,0,
3921511,Rental unit in Zhongshan District · ★4.83 · 1 bedroom · 1 bed · 1 private bath,20307358,Tzu An,,中山區,25.06574431000088,121.54041280568747,Private room,800,1,6,2023-06-26,0.07,1,82,3,
3975942,Rental unit in Da’an District · Studio · 1 bed · 1 private bath,17148416,Philips,,大安區,25.02248,121.5285,Private room,19000,30,1,2019-07-28,0.02,8,203,0,
4014018,Condo in Da’an District · ★4.67 · 1 bedroom · 2 beds · 1.5 baths,19549739,Mike,,大安區,25.0407,121.55377,Entire home/apt,1600,7,115,2023-06-11,1.08,3,306,4,
4014179,Home in 信義區 · ★4.20 · 1 bedroom · 1 bed · 1 bath,20812835,Luxury Flat Team,,信義區,25.02952,121.55843,Entire home/apt,3800,6,5,2016-10-30,0.05,9,27,0,
4017322,"Rental unit in Taipei, Taiwan · 1 bedroom · 1 bed · 1 bath",20830805,Mark,,大安區,25.02234,121.52851,Private room,3700,4,0,,,1,0,0,
4018116,Condo in Daan District · ★4.74 · 1 bedroom · 1 bed · 1.5 baths,19549739,Mike,,大安區,25.04161,121.55479,Entire home/apt,1600,5,123,2023-06-14,1.15,3,316,10,
4035563,Rental unit in 台北市 · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,20923484,家哲,,士林區,25.12178,121.53437,Private room,800,2,202,2023-06-06,1.90,1,78,9,
4054999,Condo in Daan District · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,19549739,Mike,,大安區,25.04167,121.55207,Entire home/apt,1600,7,79,2023-06-27,0.74,3,327,9,
4106145,Rental unit in Songshan District · ★4.08 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.06146,121.54366,Entire home/apt,2487,7,14,2017-06-10,0.13,8,349,0,
4106431,Rental unit in Songshan District · ★4.38 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.05984,121.54377,Entire home/apt,2487,7,8,2017-06-26,0.08,8,349,0,
4118004,Home in 台北 · 2 bedrooms · 2 beds · 1 bath,20401045,Bo,,信義區,25.04081,121.56658,Entire home/apt,10429,4,0,,,1,180,0,
4148503,Rental unit in 台北 · ★4.55 · 1 bedroom · 1 bed · 1 bath,19568984,Esther,,大安區,25.02375,121.52621,Entire home/apt,1500,3,101,2020-08-10,0.95,5,302,0,
4158999,"Rental unit in Wanhua District,西門町,Ximending · ★4.77 · Studio · 2 beds · 1 bath",19843186,萊,,萬華區,25.0418,121.50569,Entire home/apt,3368,3,239,2023-06-15,2.26,6,43,3,
4266942,Condo in Wenshan District · ★4.69 · 1 bedroom · 1 bed · 1.5 baths,22150553,Chen,,文山區,24.98796,121.56417,Private room,1276,30,75,2021-09-06,0.77,5,283,0,
4267155,Rental unit in 臺北市 · ★4.66 · 1 bedroom · 1 bed · 1 private bath,22150553,Chen,,文山區,24.98823,121.57064,Private room,1286,60,107,2021-12-11,1.02,5,1,0,
4279943,Rental unit in Wenshan District · ★4.84 · 1 bedroom · 1 bed · 1 private bath,22150553,Chen,,文山區,24.98941,121.56599,Private room,1221,30,138,2021-12-26,1.33,5,345,0,
4317397,Home in 信義區 · ★4.63 · 1 bedroom · 2 beds · 1 bath,20812835,Luxury Flat Team,,信義區,25.03161,121.55804,Entire home/apt,3200,7,8,2022-12-09,0.08,9,58,1,
4318191,Home in 信義區 · 1 bedroom · 1 bed · 1 bath,20812835,Luxury Flat Team,,信義區,25.03121,121.55817,Entire home/apt,3200,29,1,2014-12-15,0.01,9,18,0,
4368933,Rental unit in Da’an District · 1 bedroom · 1 bed · 1 bath,21554233,Cloe,,大安區,25.01668,121.55901,Entire home/apt,2600,2,0,,,1,0,0,
4396132,Loft in Zhongshan District · ★4.79 · 1 bedroom · 1 bed · 1 bath,21827634,Carol,,中山區,25.06402,121.5221,Entire home/apt,1500,30,222,2023-05-27,2.11,1,164,1,
